# avg(r), var(r), avg(z), var(z), avg(KE), var(KE)
5.53905e-005,1.33654e-007,-0.000113499,2.41226e-008,4.38839e-023,4.43861e-024,
7.16068e-005,2.76888e-007,-5.48369e-005,2.12157e-008,7.33368e-023,9.59046e-024,
5.49714e-005,1.80006e-007,2.94296e-005,1.7713e-008,4.32334e-023,4.3413e-024,
6.18613e-005,2.01321e-007,8.05713e-005,3.22754e-008,5.47379e-023,6.18496e-024,
7.23199e-005,2.41389e-007,4.72128e-005,2.10244e-008,7.48013e-023,9.87907e-024,
5.30463e-005,1.6136e-007,-0.000121171,8.44239e-009,4.02542e-023,3.90006e-024,
5.44399e-005,1.62378e-007,0.000117923,7.86897e-009,4.23953e-023,4.21527e-024,
5.55255e-005,1.67355e-007,-2.28568e-005,1.89127e-008,4.41052e-023,4.4732e-024,
5.48061e-005,1.35205e-007,2.15987e-005,2.34544e-008,4.2964e-023,4.30027e-024,
7.40867e-005,2.58174e-007,3.8913e-005,2.42493e-008,7.85045e-023,1.06212e-023,
7.22989e-005,2.61627e-007,-5.55268e-005,1.71668e-008,7.47583e-023,9.87042e-024,
7.14469e-005,2.28634e-007,-4.93859e-005,2.16388e-008,7.30097e-023,9.52591e-024,
6.14159e-005,2.16196e-007,8.75785e-005,1.27867e-008,5.39541e-023,6.05248e-024,
6.16166e-005,2.23186e-007,-5.92397e-005,1.52945e-008,5.43084e-023,6.11309e-024,
5.35502e-005,1.45491e-007,0.000119583,1.05349e-008,4.10202e-023,4.01155e-024,
5.75404e-005,2.0189e-007,5.17699e-005,9.09137e-009,4.73658e-023,4.9789e-024,
6.10377e-005,1.96073e-007,-8.87247e-005,1.5577e-008,5.32905e-023,5.94062e-024,
6.82438e-005,3.03958e-007,5.46858e-005,1.70219e-008,6.6612e-023,8.30584e-024,
5.53489e-005,1.76087e-007,6.77409e-006,2.83595e-008,4.38282e-023,4.43103e-024,
6.18993e-005,2.2196e-007,-8.74396e-005,9.69977e-009,5.48063e-023,6.19636e-024,
6.73614e-005,2.05365e-007,-6.34061e-005,2.25103e-008,6.4898e-023,7.98386e-024,
6.8698e-005,2.40722e-007,5.5464e-005,1.07803e-008,6.74998e-023,8.46876e-024,
5.54716e-005,1.31213e-007,-0.000114378,1.22718e-008,4.40128e-023,4.45813e-024,
5.81316e-005,2.03975e-007,-9.62417e-006,4.17039e-008,4.83432e-023,5.13412e-024,
5.95864e-005,2.34705e-007,-5.69198e-005,2.37808e-008,5.07921e-023,5.53025e-024,
7.68305e-005,3.30632e-007,-3.18638e-005,2.40575e-008,8.44277e-023,1.18464e-023,
6.72512e-005,2.49515e-007,7.48731e-005,2.72657e-008,6.46877e-023,7.94553e-024,
5.62331e-005,1.6472e-007,-3.03042e-005,2.47971e-008,4.52301e-023,4.64604e-024,
5.5525e-005,1.80043e-007,2.81662e-005,1.37691e-008,4.41072e-023,4.47376e-024,
5.49638e-005,1.40236e-007,7.87223e-006,6.1363e-008,4.32124e-023,4.33762e-024,
5.38443e-005,1.26129e-007,-0.00011983,9.4996e-009,4.14674e-023,4.07715e-024,
6.08092e-005,1.65758e-007,8.53558e-005,1.29974e-008,5.28894e-023,5.87342e-024,
7.72105e-005,2.4661e-007,-1.55822e-005,4.16936e-008,8.52612e-023,1.20206e-023,
7.53238e-005,2.58841e-007,-4.33702e-005,5.15654e-008,8.11467e-023,1.11614e-023,
7.8086e-005,2.98171e-007,-2.12614e-006,2.93909e-008,8.72091e-023,1.24356e-023,
7.72609e-005,3.321e-007,2.60501e-005,2.75856e-008,8.53752e-023,1.20461e-023,
6.28558e-005,2.1902e-007,8.38367e-005,1.07285e-008,5.65112e-023,6.4877e-024,
6.33701e-005,2.55025e-007,4.93522e-005,2.16545e-008,5.74361e-023,6.65308e-024,
5.9689e-005,1.83911e-007,5.50525e-005,9.94001e-009,5.09573e-023,5.55665e-024,
7.35911e-005,2.53314e-007,-4.08325e-005,4.28828e-008,7.7457e-023,1.04094e-023,
7.04855e-005,2.35516e-007,-5.62929e-005,2.33622e-008,7.10548e-023,9.14565e-024,
5.59221e-005,1.70757e-007,0.000111147,1.67963e-008,4.47357e-023,4.56924e-024,
7.8299e-005,2.57607e-007,-2.45265e-006,3.96559e-008,8.76816e-023,1.25362e-023,
5.47053e-005,1.49928e-007,0.000117265,1.10691e-008,4.28078e-023,4.27678e-024,
6.3103e-005,2.08955e-007,-8.77857e-005,2.09566e-008,5.69547e-023,6.56362e-024,
5.37657e-005,1.2769e-007,-2.39074e-005,3.01372e-008,4.13468e-023,4.05965e-024,
6.29548e-005,2.0724e-007,-8.85559e-005,2.46814e-008,5.66863e-023,6.5178e-024,
7.33652e-005,2.56405e-007,3.71429e-005,4.89049e-008,7.69836e-023,1.03144e-023,
